Number of nodes 573 
   737 :    182    383    241 
   738 :    248    381    528 
   739 :    353    401    400 
   740 :    219    243    237 
   741 :    303    410    393 
   742 :    520    568    380 
   743 :     36    487    335 
   744 :    255    398    364 
   745 :    363    525    399 
   746 :    269    479    558 
   747 :    267    544    449 
   748 :    219    380    243 
   749 :    220    447    446 
   750 :      5    371    223 
   751 :    480    481    482 
   752 :    136    294    500 
   753 :     85    447    220 
   754 :    131    397    538 
   755 :    211    364    398 
   756 :    236    520    241 
   757 :    120    516    454 
   758 :    156    188    410 
   759 :    380    568    463 
   760 :    142    383    280 
   761 :    279    237    384 
   762 :    156    410    157 
   763 :     44    287     45 
   764 :     46    295     47 
   765 :    228    480    482 
   766 :      7    208    135 
   767 :    187    410    188 
   768 :     55    301    455 
   769 :    211    213    364 
   770 :    388    463    472 
   771 :     72    248     73 
   772 :    405    566    445 
   773 :    135    208    294 
   774 :    411    482    481 
   775 :    148    425    149 
   776 :    459    545    546 
   777 :    180    219    237 
   778 :    176    335    487 
   779 :    143    555    239 
   780 :    157    410    303 
   781 :    223    371    567 
   782 :    318    454    516 
   783 :    175    394    210 
   784 :     88    492    367 
   785 :      5    223    125 
   786 :    255    482    411 
   787 :    355    483    480 
   788 :    522    363    524 
   789 :      8    510     16 
   790 :    388    465    473 
   791 :    190    244    191 
   792 :    445    566    564 
   793 :    405    444    566 
   794 :    176    210    335 
   795 :    323    445    564 
   796 :    444    447    566 
   797 :      8    239    252 
   798 :     85    220     86 
   799 :    267    449    459 
   800 :    213    228    364 
   801 :    132    370    510 
   802 :    174    394    175 
   803 :    140    356    538 
   804 :    228    482    364 
   805 :    181    237    279 
   806 :     16    510    370 
   807 :    239    455    252 
   808 :    255    364    482 
   809 :    167    236    168 
   810 :      8    252    510 
   811 :    121    332    331 
   812 :     24    241    238 
   813 :    179    219    180 
   814 :     90      1     48 
   815 :     50     49      1 
   816 :     51     53     52 
   817 :    109      2    110 
   818 :      1     94     50 
   819 :     82     81     80 
   820 :    108    271    109 
   821 :     28    234    190 
   822 :     82    319     83 
   823 :    128    329    129 
   824 :     16    518    167 
   825 :      2    106    351 
   826 :    185    358    186 
   827 :    140    397    141 
   828 :    101    373    102 
   829 :    161    377    162 
   830 :    156    400    188 
   831 :     26    188    400 
   832 :     60    517     61 
   833 :     26    207    184 
   834 :     90     48     47 
   835 :      1     49     48 
   836 :     79    319     80 
   837 :    478    522    499 
   838 :    417    527    446 
   839 :      0     89    100 
   840 :    141    130    129 
   841 :    100     99      0 
   842 :    177    333    251 
   843 :    127    272    128 
   844 :     22    251    279 
   845 :    275    276    277 
   846 :     36    225    199 
   847 :     22    177    251 
   848 :      3    291    107 
   849 :    354    519    518 
   850 :      7    329    258 
   851 :    272    325    329 
   852 :      2    351    334 
   853 :    386    391    390 
   854 :    107    291    435 
   855 :    281    441    442 
   856 :    391    464    443 
   857 :    281    442    470 
   858 :    417    491    437 
   859 :    308    496    310 
   860 :    437    491    508 
   861 :    466    514    513 
   862 :    513    514    515 
   863 :    293    533    341 
   864 :    341    533    529 
   865 :     12    163    534 
   866 :    149    548    206 
   867 :    539    540    553 
   868 :    290    560    432 
   869 :    320    560    379 
   870 :    138    568    139 
   871 :     84     83    566 
   872 :    566    447     84 
   873 :    222    216    215 
   874 :    215    214    222 
   875 :    572    571    558 
   876 :    558    268    572 
   877 :     51     50     94 
   878 :     94    350     51 
   879 :      8     16    168 
   880 :    168    142      8 
   881 :    271    108     91 
   882 :     91     90    271 
   883 :    569    105    104 
   884 :    104    557    569 
   885 :    432    345    362 
   886 :    362    348    432 
   887 :    437    342    527 
   888 :    527    417    437 
   889 :    561    476    563 
   890 :    563    562    561 
   891 :      7    141    129 
   892 :    129    329      7 
   893 :    342     88     87 
   894 :     87     86    342 
   895 :    184    406    504 
   896 :    504    505    184 
   897 :    414    297    369 
   898 :    369    423    414 
   899 :    421    536    535 
   900 :    535    534    421 
   901 :    517     60    200 
   902 :    200    292    517 
   903 :    247    469    468 
   904 :    468    471    247 
   905 :    559    529    533 
   906 :    281    550    440 
   907 :    440    390    281 
   908 :    191     76     75 
   909 :     75     28    191 
   910 :    530    559    533 
   911 :    533    293    530 
